,Name,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
968,Romain Faivre,€15.00m,"May 27, 2024","Jul 14, 1998",25,1.8,France,[],Right Midfield,,Bournemouth,,,"Jul 13, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
969,Ian Maatsen,€40.00m,"May 29, 2024","Mar 10, 2002",22,1.78,Netherlands,[],Left-Back,,Aston Villa,,,"Jul 1, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
970,Ryan Trevitt,€275k,"May 27, 2024","Mar 12, 2003",21,,England,[],Central Midfield,,Brentford,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
971,Justin Kluivert,€14.00m,"May 27, 2024","May 5, 1999",25,1.72,Netherlands,[],Left Winger,,Bournemouth,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
972,Carlos Vinícius,€4.00m,"May 31, 2024","Mar 25, 1995",29,1.9,Brazil,[],Centre-Forward,,Fulham,,,"Sep 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
973,Nathan Wood,€3.80m,"May 24, 2024","May 31, 2002",22,1.88,England,"['England', 'Jamaica']",Centre-Back,"                    0
0  Defensive Midfield
1          Right-Back",Southampton,,,"Jul 5, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
974,Jason Steele,€3.50m,"May 27, 2024","Aug 18, 1990",33,1.88,England,['England'],Goalkeeper,,Brighton,,,"Jul 1, 2018","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
975,Tom Cairney,€2.00m,"May 27, 2024","Jan 20, 1991",33,1.85,Scotland,[],Central Midfield,,Fulham,,,"Jul 1, 2015","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
976,Sepp van den Berg,€12.00m,"May 29, 2024","Dec 20, 2001",22,1.92,Netherlands,[],Centre-Back,,Liverpool,,,"Jul 1, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
977,Daniel Muñoz,€18.00m,"May 27, 2024","May 26, 1996",28,1.81,Colombia,[],Right-Back,,Crystal Palace,,,"Jan 30, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
978,Pierre-Emile Højbjerg,€18.00m,"May 27, 2024","Aug 5, 1995",28,1.85,Denmark,[],Defensive Midfield,,Tottenham,,,"Aug 11, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
979,Jack Hinshelwood,€16.00m,"May 27, 2024","Apr 11, 2005",19,1.82,England,['England'],Defensive Midfield,"                  0
0  Central Midfield
1        Right-Back",Brighton,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
980,Myles Peart-Harris,€700k,"Dec 19, 2023","Sep 18, 2002",21,1.87,Jamaica,"['England', 'Jamaica']",Attacking Midfield,"                  0
0  Central Midfield",Brentford,,,"Jul 23, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
981,William Saliba,€80.00m,"May 27, 2024","Mar 24, 2001",23,1.92,France,"['France', 'Cameroon']",Centre-Back,,Arsenal,,,"Jul 25, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
982,Stefan Bajcetic,€11.00m,"May 27, 2024","Oct 22, 2004",19,1.85,Spain,[],Defensive Midfield,,Liverpool,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
983,Matt Doherty,€3.00m,"May 27, 2024","Jan 16, 1992",32,1.85,Ireland,['Ireland'],Right-Back,"                0
0  Right Midfield
1       Left-Back",Wolves,,,"Jul 20, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
984,Ilya Zabarnyi,€32.00m,"May 27, 2024","Sep 1, 2002",21,1.89,Ukraine,['Ukraine'],Centre-Back,,Bournemouth,,,"Jan 31, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
985,Gabriel Slonina,€4.00m,"Jun 4, 2024","May 15, 2004",20,1.93,United States,"['United States', 'Poland']",Goalkeeper,,Chelsea,,,"Aug 2, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
986,Issahaku Fatawu,€10.00m,"May 24, 2024","Mar 8, 2004",20,1.77,Ghana,['Ghana'],Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",Leicester,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
987,Joe Whitworth,€1.00m,"May 27, 2024","Feb 29, 2004",20,1.79,England,['England'],Goalkeeper,,Crystal Palace,,,"Jan 11, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
988,Mason Greenwood,€25.00m,"Jun 7, 2024","Oct 1, 2001",22,1.81,England,"['England', 'Jamaica']",Right Winger,"                0
0  Centre-Forward
1     Left Winger",Man Utd,,,"Jul 1, 2019","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
989,Mahmoud Dahoud,€6.00m,"May 29, 2024","Jan 1, 1996",28,1.78,Syria,"['Syria', 'Germany']",Central Midfield,"                    0
0  Defensive Midfield",Brighton,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
990,Fin Stevens,€450k,"Dec 27, 2023","Apr 10, 2003",21,1.79,Wales,[],Right-Back,,Brentford,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
991,Jurrien Timber,€38.00m,"May 27, 2024","Jun 17, 2001",23,1.79,Netherlands,"['Curacao', 'Netherlands']",Centre-Back,"            0
0  Right-Back
1   Left-Back",Arsenal,,,"Jul 14, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
992,Will Dennis,€350k,"May 30, 2024","Jul 10, 2000",24,1.88,England,[],Goalkeeper,,Bournemouth,,,"Aug 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
993,Alex McCarthy,€500k,"May 24, 2024","Dec 3, 1989",34,1.93,England,['England'],Goalkeeper,,Southampton,,,"Aug 1, 2016","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
994,George Earthy,€1.00m,"May 27, 2024","Sep 5, 2004",19,1.8,England,[],Attacking Midfield,,West Ham U21,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
995,Wataru Endo,€13.00m,"May 27, 2024","Feb 9, 1993",31,1.78,Japan,['Japan'],Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",Liverpool,,,"Aug 18, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
996,Tim Iroegbunam,€4.00m,"May 27, 2024","Jun 30, 2003",21,1.83,England,[],Central Midfield,,Everton,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
997,Gabriel Slonina,€4.00m,"Jun 4, 2024","May 15, 2004",20,1.93,United States,[],Goalkeeper,,Chelsea,,,"Aug 2, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
998,Bruno Guimarães,€85.00m,"May 27, 2024","Nov 16, 1997",26,1.82,Brazil,"['Brazil', 'Spain']",Defensive Midfield,"                  0
0  Central Midfield",Newcastle,,,"Jan 30, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
999,Ryan Gravenberch,€35.00m,"May 27, 2024","May 16, 2002",22,1.9,Netherlands,"['Suriname', 'Netherlands']",Central Midfield,"                    0
0  Defensive Midfield",Liverpool,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1000,Paris Maghoma,€350k,"Dec 27, 2023","May 8, 2001",23,1.84,England,[],Central Midfield,,Brentford,,,"Jul 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1001,Bobby De Cordova-Reid,€5.00m,"May 27, 2024","Feb 2, 1993",31,1.7,Jamaica,"['England', 'Jamaica']",Right Winger,"                    0
0    Central Midfield
1  Attacking Midfield",Leicester,,,"Jul 6, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1002,Aaron Wan-Bissaka,€20.00m,"May 27, 2024","Nov 26, 1997",26,1.83,England,"['England', 'DR Congo']",Right-Back,,Man Utd,,,"Jul 1, 2019","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1003,Casemiro,€20.00m,"May 27, 2024","Feb 23, 1992",32,1.85,Brazil,[],Defensive Midfield,,Man Utd,,,"Aug 22, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1004,Carney Chukwuemeka,€15.00m,"May 27, 2024","Oct 20, 2003",20,1.87,England,[],Central Midfield,,Chelsea,,,"Aug 4, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1005,Rico Henry,€20.00m,"May 27, 2024","Jul 8, 1997",27,1.7,England,[],Left-Back,,Brentford,,,"Aug 31, 2016","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1006,Richarlison,€38.00m,"May 27, 2024","May 10, 1997",27,1.84,Brazil,[],Centre-Forward,,Tottenham,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1007,Lewis Cook,€12.00m,"May 27, 2024","Feb 3, 1997",27,1.75,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1      Right Midfield",Bournemouth,,,"Jul 8, 2016","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1008,Matt Targett,€10.00m,"May 27, 2024","Sep 18, 1995",28,1.83,England,"['England', 'Scotland']",Left-Back,"               0
0  Left Midfield",Newcastle,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1009,Andrew Omobamidele,€11.00m,"May 27, 2024","Jun 23, 2002",22,1.88,Ireland,[],Centre-Back,,Nottm Forest,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1010,Antonee Robinson,€25.00m,"May 27, 2024","Aug 8, 1997",26,1.83,United States,[],Left-Back,,Fulham,,,"Aug 20, 2020","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1011,Lucas Bergström,€700k,"Jun 13, 2024","Sep 5, 2002",21,2.05,Finland,['Finland'],Goalkeeper,,Chelsea,,,"Jul 1, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1012,Luke Cundle,€5.00m,"May 24, 2024","Apr 26, 2002",22,1.71,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Wolves,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1013,Tom McGill,€600k,"May 27, 2024","Mar 25, 2000",24,1.85,Canada,"['England', 'Canada']",Goalkeeper,,Brighton,,,"Jul 29, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1014,Jérémy Doku,€65.00m,"May 27, 2024","May 27, 2002",22,1.73,Belgium,[],Left Winger,,Man City,,,"Aug 24, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1015,Armel Bella-Kotchap,€12.00m,"May 31, 2024","Dec 11, 2001",22,1.9,Germany,"['France', 'Germany', 'Cameroon']",Centre-Back,,Southampton,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1016,Joe Worrall,€7.50m,"May 31, 2024","Jan 10, 1997",27,1.9,England,['England'],Centre-Back,,Nottm Forest,,,"Jul 1, 2015","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1017,Kaine Kesler-Hayden,€2.20m,"May 27, 2024","Oct 23, 2002",21,1.75,England,[],Right-Back,,Aston Villa,,,"Jan 15, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1018,Kieran Tierney,€12.00m,"Jun 7, 2024","Jun 5, 1997",27,1.8,Scotland,[],Left-Back,,Arsenal,,,"Aug 8, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1019,Jarell Quansah,€22.00m,"May 27, 2024","Jan 29, 2003",21,1.9,England,"['England', 'Scotland']",Centre-Back,,Liverpool,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1020,Guglielmo Vicario,€35.00m,"May 27, 2024","Oct 7, 1996",27,1.94,Italy,['Italy'],Goalkeeper,,Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1021,Vitaly Janelt,€22.00m,"May 27, 2024","May 10, 1998",26,1.84,Germany,['Germany'],Defensive Midfield,"                  0
0  Central Midfield
1         Left-Back",Brentford,,,"Oct 3, 2020","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1022,Bryan Mbeumo,€40.00m,"May 27, 2024","Aug 7, 1999",24,1.71,Cameroon,[],Right Winger,,Brentford,,,"Aug 5, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1023,Jonathan Panzo,€1.20m,"Jun 4, 2024","Oct 25, 2000",23,1.88,England,[],Centre-Back,,Nottm Forest,,,"Jan 31, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1024,Nathan Collins,€25.00m,"May 27, 2024","Apr 30, 2001",23,1.93,Ireland,[],Centre-Back,,Brentford,,,"Jul 4, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1025,Máximo Perrone,€9.00m,"Jun 7, 2024","Jan 7, 2003",21,1.77,Argentina,"['Argentina', 'Spain']",Defensive Midfield,"                  0
0  Central Midfield",Man City,,,"Jan 23, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1026,Trent Alexander-Arnold,€70.00m,"May 27, 2024","Oct 7, 1998",25,1.8,England,[],Right-Back,,Liverpool,,,"Jul 1, 2016","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1027,Kosta Nedeljkovic,€8.00m,"Jun 10, 2024","Dec 16, 2005",18,1.84,Serbia,"['Serbia', 'Serbia and Montenegro']",Right-Back,"                0
0  Right Midfield",Aston Villa,,,"Jan 22, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1028,Leon Bailey,€42.00m,"May 27, 2024","Aug 9, 1997",26,1.78,Jamaica,['Jamaica'],Right Winger,"             0
0  Left Winger",Aston Villa,,,"Aug 4, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1029,Bruno Fernandes,€70.00m,"May 27, 2024","Sep 8, 1994",29,1.79,Portugal,[],Attacking Midfield,,Man Utd,,,"Jan 29, 2020","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1030,Andreas Pereira,€20.00m,"May 27, 2024","Jan 1, 1996",28,1.78,Brazil,"['Brazil', 'Belgium']",Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",Fulham,,,"Jul 11, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1031,Albert Sambi Lokonga,€15.00m,"May 27, 2024","Oct 22, 1999",24,1.83,Belgium,"['Belgium', 'DR Congo']",Central Midfield,"                    0
0  Defensive Midfield",Arsenal,,,"Jul 19, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1032,Willy Kambwala,€5.00m,"May 27, 2024","Aug 25, 2004",19,1.92,France,"['France', 'DR Congo']",Centre-Back,"            0
0  Right-Back",Man Utd,,,"Jan 1, 2024","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1033,Konstantinos Mavropanos,€20.00m,"May 27, 2024","Dec 11, 1997",26,1.94,Greece,[],Centre-Back,,West Ham,,,"Aug 22, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1034,Daniel Jebbison,€1.00m,"May 27, 2024","Jul 11, 2003",20,1.9,Canada,[],Centre-Forward,,Bournemouth,,,"Jul 10, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1035,Ed Turns,€400k,"Dec 27, 2023","Oct 18, 2002",21,1.86,Wales,[],Centre-Back,,Brighton,,,"Jul 1, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1036,Yves Bissouma,€35.00m,"May 27, 2024","Aug 30, 1996",27,1.82,Mali,[],Defensive Midfield,,Tottenham,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1037,Victor Kristiansen,€15.00m,"Jun 5, 2024","Dec 16, 2002",21,1.81,Denmark,[],Left-Back,,Leicester,,,"Jan 20, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1038,Jean-Philippe Mateta,€20.00m,"May 27, 2024","Jun 28, 1997",27,1.92,France,"['France', 'DR Congo']",Centre-Forward,,Crystal Palace,,,"Jan 31, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1039,Timo Werner,€17.00m,"May 27, 2024","Mar 6, 1996",28,1.8,Germany,[],Centre-Forward,,Tottenham,,,"Jan 9, 2024","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1040,Boubacar Traoré,€6.00m,"May 27, 2024","Aug 20, 2001",22,1.83,Mali,['Mali'],Defensive Midfield,"                  0
0  Central Midfield",Wolves,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1041,Abdallah Sima,€7.50m,"May 30, 2024","Jun 17, 2001",23,1.88,Senegal,['Senegal'],Right Winger,"                0
0  Centre-Forward
1     Left Winger",Brighton,,,"Aug 31, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1042,Leon Chiwome,€1.00m,"May 27, 2024","Jan 10, 2006",18,1.86,England,[],Centre-Forward,,Wolves U21,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1043,Wesley Fofana,€25.00m,"May 27, 2024","Dec 17, 2000",23,1.86,France,[],Centre-Back,,Chelsea,,,"Aug 31, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1044,Ashley Phillips,€2.20m,"May 24, 2024","Jun 26, 2005",19,1.96,England,"['England', 'Wales']",Centre-Back,,Tottenham,,,"Aug 5, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1045,Lewis Miley,€22.00m,"May 27, 2024","May 1, 2006",18,1.89,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Newcastle,,,"Jul 1, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1046,Bukayo Saka,€140.00m,"May 27, 2024","Sep 5, 2001",22,1.78,England,[],Right Winger,,Arsenal,,,"Jul 1, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1047,Sam Johnstone,€10.00m,"May 27, 2024","Mar 25, 1993",31,1.93,England,[],Goalkeeper,,Crystal Palace,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1048,Tino Livramento,€35.00m,"May 27, 2024","Nov 12, 2002",21,1.82,England,"['England', 'Scotland']",Right-Back,"                0
0  Right Midfield
1       Left-Back",Newcastle,,,"Aug 8, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1049,David Raya,€35.00m,"May 27, 2024","Sep 15, 1995",28,1.83,Spain,['Spain'],Goalkeeper,,Arsenal,,,"Jul 4, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1050,Ryan Christie,€12.00m,"May 27, 2024","Feb 22, 1995",29,1.78,Scotland,['Scotland'],Central Midfield,"                    0
0  Attacking Midfield
1        Right Winger",Bournemouth,,,"Aug 31, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1051,Ryan Yates,€12.00m,"May 27, 2024","Nov 21, 1997",26,1.9,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1      Right Midfield",Nottm Forest,,,"Jul 1, 2016","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1052,Lino Sousa,€2.00m,"May 24, 2024","Jan 19, 2005",19,1.85,England,[],Left-Back,,Aston Villa,,,"Feb 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1053,Pedro Neto,€55.00m,"May 27, 2024","Mar 9, 2000",24,1.72,Portugal,['Portugal'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Wolves,,,"Aug 2, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1054,Harry Winks,€12.00m,"May 24, 2024","Feb 2, 1996",28,1.78,England,[],Defensive Midfield,,Leicester,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1055,Jhon Durán,€20.00m,"May 27, 2024","Dec 13, 2003",20,1.85,Colombia,['Colombia'],Centre-Forward,,Aston Villa,,,"Jan 23, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1056,Aaron Hickey,€28.00m,"May 27, 2024","Jun 10, 2002",22,1.85,Scotland,['Scotland'],Right-Back,"               0
0      Left-Back
1  Left Midfield",Brentford,,,"Jul 9, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1057,Christopher Nkunku,€65.00m,"May 27, 2024","Nov 14, 1997",26,1.77,France,[],Attacking Midfield,,Chelsea,,,"Jul 1, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1058,Jadon Sancho,€30.00m,"May 29, 2024","Mar 25, 2000",24,1.8,England,"['England', 'Jamaica']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Man Utd,,,"Jul 23, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1059,Cesare Casadei,€10.00m,"May 27, 2024","Jan 10, 2003",21,1.85,Italy,[],Central Midfield,,Chelsea,,,"Aug 19, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
